Index,Song,Lyrics
10,"""Gold Gutter"" by Five Finger Death Punch:
    5 ContributorsGold Gutter Lyrics[Intro]
    Aww, shit
    You know what fuckin' time it is
    Ooh, follow me, f...","Aww, shit
You know what fuckin' time it is
Ooh, follow me, follow me down!
Rah!

[Verse 1]
I'd like to thank the world
For failing me (Thank you all)
I'd count the ways, but that'd take days
And where do I begin?
(With you and you and you and you)
I'd like to thank the bottom
For breaking me (I owe you one)
And I'd like to thank the Bible
For sin, (For sin) for sin

[Chorus]
A pound of flesh
Won't save your soul
Save your breath, light the match
And look out below
Fingers to the sky, they're pointed at you
Right at you, motherfucker
Eye on the prize, fist in the gold
And a foot in the gutter
You might also like[Verse 2]
I'd like to thank the world
For blaming me (You and you and you)
It is what is; I did what I did
To survivе (I'm not ashamed)
I'd like to thank you all
For spitting on my grave
I know it makеs you sick
But I'm alive, (Still here) alive

[Chorus]
A pound of flesh
Won't save your soul
Save your breath, light the match
And look out below
Fingers to the sky, they're pointed at you
Right at you, motherfucker
Eye on the prize, fist in the gold
And a foot in the gutter

[Bridge]
This is my favorite part of the movie
Naw, I'm not fading to black
This is where you fucking scream
Bounce
Follow me, follow me, follow me down

[Instrumental Break]

[Chorus]
A pound of flesh
Won't save your soul
Save your breath, light the match
And look out below
Fingers to the sky, they're pointed at you
Right at you, motherfucker
Eye on the prize, fist in the gold
And a foot in the gutter

[Tag]
Eye on the prize, fist in the gold
And a foot in the gutter

[Outro]
That's what's upEmbed"
11,"""The End"" by Five Finger Death Punch:
    7 ContributorsThe End Lyrics[Verse 1]
    It's hard to tell these days in which way that we’re falling
    I...","It's hard to tell these days in which way that we’re falling
I'm not sure anymore what's right or what is wrong
It hurts to feel, to think, to know I may be nothing
But then again, I’ve been wrong before

[Pre-Chorus]
I've opened up my eyes
Just to wish that I'd stayed blind

[Chorus]
Blacken out the sky
And let the arrows fly
It's never over
Not 'til it's over
Outside looking in
When do the nightmares end?
Over and over
Until it's over
The end

[Verse 2]
It's hard to fathom
Just how fast we all are spinning
It’s hard to know
That there’s a heaven bеyond hell
It burns a hole right through my soul
To think it's ending
But thеn again
I’ve been right before
You might also like[Pre-Chorus]
I've opened up my eyes
Just to find out you're all blind

[Chorus]
Blacken out the sky
And let the arrows fly
It's never over
Not ’til it's over
Outside looking in
When do the nightmares end?
Over and over
Until it's over

[Bridge]
Make a wish, say a prayer
Hope that someone is out there
Build a bridge to Babylon
Then burn it to the ground
Make a wish, say a prayer
Hope that someone is out there
Build a bridge to Babylon
Then burn it to the ground
(Burn it to the ground)
Burn it to the ground
(Burn it to the ground)
Burn it to the ground
(Burn it to the ground)
Build a bridge to Babylon
Then burn it, burn it, burn it down
[Instrumental Break]

[Chorus]
Blacken out the sky
And let the arrows fly
It's never over
Not 'til it's over
Outside looking in
When do the nightmares end?
Over and over
Until it's over

[Outro]
Just start it over
Until it's over
Over and over
The end
The endEmbed"
12,"""Blue on Black"" by Five Finger Death Punch:
    16 ContributorsBlue on Black Lyrics[Verse 1]
    Night falls and I'm alone
    Skin, yeah, chilled me to the...","Night falls and I'm alone
Skin, yeah, chilled me to the bone
You turned and you ran, oh, yeah
Oh, slipped right from my hands

[Chorus]
Yeah
Blue on black—tears on a river
Push on a shove—it don't mean much
Joker on jack—match on a fire
Cold on ice—a dead man's touch
Whisper on a scream—never change a thing
Doesn't bring you back
It's like blue on black

[Verse 2]
Blind, oh, but now I see
Truth, lies, and in between
Wrong can't be undone—oh, no
Well, it slipped from the tip of your tongue

[Chorus]
Yeah
Blue on black—tears on a river
Push on a shove—it don't mean much
Joker on jack—match on a fire
Cold on ice—a dead man's touch
Whisper on a scream—never change a thing
Doesn't bring you back
It's blue on black
You might also like[Solo]

[Bridge]
Blue on black—tears on a river
Push on a shove—it don't mean much

[Chorus]
Blue on black—tears on a river
Push on a shove—it don't mean much
Joker on jack—match on a fire
Cold on ice—a dead man's touch
Whisper on a scream—never change a thing
Doesn't bring you back
It's blue on black

[Outro]
Yeah, blue on black
Yeah, it's blue on black
Yeah, blue on black6Embed"
13,"""The Tragic Truth"" by Five Finger Death Punch:
    12 ContributorsThe Tragic Truth Lyrics[Verse 1]
    I'm drowning in the bottom of a bottle
    Running from ...","I'm drowning in the bottom of a bottle
Running from a man I swore I'd never be
No one ever has to face tomorrow
But I'm the one that has to face me

[Pre-Chorus 1]
It's the demons I've created for myself
The tragic truth
It's hard for me to understand myself
So it has to be hard as hell for you (For you! You!)

[Chorus]
Are we born to be broken, sinners, and thieves?
Someone tell the heavens I'm ready to escape (You!)
This is not what I wanted, not what I need
Take it all, tear it all, rip it all away

[Verse 2]
I can't say the Devil made me do it
I chose to be the one I am, the way I am today
I wish there was, but there's no way around it
In the end, I made the choice and will not die ashamed

[Pre-Chorus 2]
It's the voices screaming in my head
The tragic truth
It's hard for me to understand myself
So it has to be hard as hell for you (You! You!)
You might also like[Chorus]
Are we born to be broken, sinners, and thieves?
Someone tell the heavens I'm ready to escape (You!)
This is not what I wanted, not what I need
Take it all, tear it all, rip it all away
Take it all, tear it all, take it all, tear it all away

[Guitar Solo]

[Chorus]
Are we born to be broken, sinners, and thieves?
Someone tell the heavens I'm ready to escape (You!)
This is not what I wanted, not what I need
Take it all, tear it all, rip it all away (Away!)

[Chorus]
Are we born to be broken, sinners, and thieves?
Someone tell the heavens I'm ready to escape (You!)
This is not what I wanted not what I need
Take it all, tear it all, rip it all away
Take it all, tear it all, rip it all, tear it all (It all away)
Someone tell the heavens to take it all, tear it all away2Embed"
14,"""Broken World"" by Five Finger Death Punch:
    5 ContributorsBroken World Lyrics[Intro: Ivan]
    Is it liberty or anarchy
    That brought us here to this...","Is it liberty or anarchy
That brought us here to this?
Thrown into a broken world

[Verse 1: Chris]
Is it liberty or anarchy?
Have we lost the way?
I don't know if we'll wake up
Or if we'll see another day
Things are fucked, they've gone to hell
Is there nothing we can do?
We can't unbreak this broken world
We can only turn the screw

[Chorus: Ivan]
We live in a world that's turned so cold
Now that our integrity has been sold
We're living inside this broken world
This broken world, this broken world

[Verse 2: Chris]
Is it anarchy or liberty
What have we become?
Whеn lies are truth and we arе blind
This can never be undone
Will we survive this travesty?
What can I fucking do?
I won't unbreak this broken world
I will only turn the screw
You might also like[Chorus: Ivan]
We live in a world that's turned so cold
Now that our integrity has been sold
We're living inside this broken world
This broken world, this broken world

[Guitar Solo]

[Chorus: Ivan]
We live in a world that's turned so cold
Now that our integrity has been sold
We're living inside this broken world
This broken world, this broken world

[Outro: Ivan]
We're living inside this broken world
This broken world, this broken world1Embed"
15,"""I Refuse"" by Five Finger Death Punch:
    20 ContributorsI Refuse Lyrics[Verse 1]
    I don't wanna die alone
    I don't wanna live forsaken
    I refuse...","I don't wanna die alone
I don't wanna live forsaken
I refuse to let this go
Because my soul is breaking
I don't wanna let you know
That my heart is just so jaded
I refuse to let it show
I refuse to let it go

[Chorus]
Wake me up when this is over
I'm tired of living life like it's a dream
Please wake me up when it's all over
I'm tired of living right here in between
I refuse

[Verse 2]
I've always walked alone
I chose the path less taken
I refuse to let you win
Life's a bitch and I've been shaken
It's not a joke at all
Inside, my spirit's fading
I refuse to take the fall
'Cause no one cares at all
You might also like[Chorus]
Wake me up when this is over
I'm tired of living life like it's a dream
Please wake me up when it's all over
I'm tired of living right here in between
I refuse

[Bridge]
'Cause at the end of the day, I'm not you
I refuse

[Chorus]
Wake me up when this is over
I'm tired of living life like it's a dream
Please wake me up when it's all over
I'm tired of living right here in between

[Outro]
Wake me up when this is over
I'm tired of living life like it's a dream
Please wake me up when it's all over
I'm tired of living right here in between
I refuse1Embed"
16,"""The Pride"" by Five Finger Death Punch:
    39 ContributorsThe Pride Lyrics[Intro]
    Hey-yeah
    Hey-yeah
    Hey-yeah, oh
    Hey-yeah
    Hey-yeah
    Hey-yeah, oh...","Hey-yeah
Hey-yeah
Hey-yeah, oh
Hey-yeah
Hey-yeah
Hey-yeah, oh

[Verse 1]
Johnny Cash and PBR, Jack Daniel's, NASCAR
Facebook, Myspace, iPod, Bill Gates
Smith & Wesson, NRA, Firewater, Paleface
Dimebag, 2Pac, heavy metal, hip-hop

[Breakdown]
I am what you fear most
I am what you need
I am what you made me
I am the American Dream

[Pre-Chorus]
I'm not selling out; I'm buying in

[Chorus]
I will not be forgotten
This is my time to shine
I've got the scars to prove it
Only the strong survive
I'm not afraid of dying
Everyone has their time
Life never favored weakness
Welcome to the pride
You might also like[Verse 2]
Disneyland, White House, JFK, and Mickey Mouse
John Wayne, Springsteen, Eastwood, James Dean
Coca-Cola, Pepsi, Playboy, ""text me""
NFL, NBA, Brett Favre, King James

[Breakdown]
I am all-American
I am living the dream
I am what you fear most
I am anarchy

[Pre-Chorus]
I'm not selling out; I'm buying in

[Chorus]
I will not be forgotten
This is my time to shine
I've got the scars to prove it
Only the strong survive
I'm not afraid of dying
Everyone has their time
Life never favored weakness
Welcome to the pride

[Interlude]
Since the dawn of time
Only the strong have survived
I will not be forgotten
Welcome to the pride
[Guitar Solo]

[Breakdown]
Hey-yeah
Hey-yeah
Hey-yeah, oh (Only the strong survive)
Hey-yeah
Hey-yeah
Hey-yeah, oh (Welcome to the pride)

[Chorus]
I will not be forgotten
This is my time to shine
I've got the scars to prove it
Only the strong survive
I'm not afraid of dying
Everyone has their time
Life never favored weakness
Welcome to the pride11Embed"
17,"""Hard to See"" by Five Finger Death Punch:
    19 ContributorsHard to See Lyrics[Verse 1]
    I'm growing so distant
    Nothing makes sense to me anymore
    ...","I'm growing so distant
Nothing makes sense to me anymore
I'm learning to resist
Becoming more than you ever were

[Chorus]
Can't explain what's come over me
(Come over me)
Can't explain why it's so hard for me
So hard to see your side

[Verse 2]
Projecting all my anger
I can't seem to get this through to you
The walls are closing in
I dare you to walk in my shoes

[Chorus]
Can't explain what's come over me
(Come over me)
Can't explain why it's so hard for me
So hard to see your side

[Bridge]
Your side
I won't see your side
You might also like[Chorus]
Can't explain what's come over me
(Come over me)
Can't explain why it's so hard for me
So hard to see your

Can't explain what's come over me
(Come over me)
Can't explain why it's so hard for me
So hard to see your side

[Outro]
I won't see your
Your side1Embed"
18,"""When the Seasons Change"" by Five Finger Death Punch:
    15 ContributorsWhen the Seasons Change Lyrics[Verse 1]
    There's a light in you that tears me down to ...","There's a light in you that tears me down to nothing
There's an angel in your eyes
There's a hope inside that you can make it better
You see right through my disguise

[Pre-Chorus]
When it rains, it pours, and everybody stumbles
I won't let them bring you down

[Chorus]
I won't let you down
When the seasons change
I won't go down
I'll fight through the pain
I'll be there right by your side
I'll never let them bring you down
When the seasons change

[Verse 2]
There's a hope in me that I will die for something
Was there fire in my eyes?
All this pain inside—will it be this way forever?
I can run, but I can't hide

[Pre-Chorus]
When it rains, it pours, and everybody stumbles
I won't let them bring me down
You might also like[Chorus]
I won't let you down
When the seasons change
I won't go down
I'll fight through the pain
I'll be there right by your side
I'll never let them bring you down
When the seasons change

[Guitar Solo]

[Bridge]
When the seasons change and we're in for colder weather
Look for me on the divide

[Chorus]
I won't let you down
When the seasons change
I won't go down
I'll fight through the pain
I'll be there right by your side
I'll never let them bring you down
I won't let you down
When the seasons change2Embed"
19,"""Cradle to the Grave"" by Five Finger Death Punch:
    17 ContributorsCradle to the Grave Lyrics[Verse 1]
    The blood that runs within my veins
    (The blood th...","The blood that runs within my veins
(The blood that runs within my veins)
Keeps me from ever ending up the same
(Ending up the same)
The fire that's pushing me on and on and on
(On and on and on)
To me, it's everything and it makes me fucking strong

[Pre-Chorus]
Love me or hate me

[Chorus]
(I walk alone)
Been called a monster, called a demon, called a freak
(Called a freak)
I'm not an idol, not an angel, not a saint
(I'm not a saint)
I walk alone, I always have, I'm not ashamed
(Not ashamed)
A living nightmare from the cradle to the grave

[Verse 2]
The soul that lives within my chest
(The soul that lives within my chest)
Just won't allow me to turn out like the rest
(Turn out like the rest)
This heart that's driving me on and on and on
(On and on and on)
Has the same vision and it keeps me fucking strong
You might also like[Pre-Chorus]
Love me or hate me

[Chorus]
(I walk alone)
Been called a monster, called a demon, called a freak
(Called a freak)
I'm not an idol, not an angel, not a saint
(I'm not a saint)
I walk alone, I always have, I'm not ashamed
(Not ashamed)
I've always been a living nightmare from the cradle to the grave

[Solo]

[Chorus]
(I walk alone)
Been called a monster, called a demon, called a freak
(Called a freak)
I'm not an idol, not an angel, not a saint
(I'm not a saint)
I walk alone, I always have, I'm not ashamed
(Not ashamed)
A living nightmare from the cradle to the grave
(I walk alone)
Been called a monster, called a demon, called a freak
(Called a freak)
I'm not an idol, not an angel, not a saint
(I'm not a saint)
I walk alone, I always have, I'm not ashamed
(Not ashamed)
I'll always be a living nightmare from the cradle to the grave6Embed"
20,"""Sham Pain"" by Five Finger Death Punch:
    35 ContributorsSham Pain Lyrics[Verse 1]
    I never cared about the money, never really needed fame
    You...","I never cared about the money, never really needed fame
You think it would've changed me, but I've always been the same
My label tried to sue me, TMZ tried to screw me
Blabbermouth can fuckin' suck it, 'cause they never fuckin' knew me
Everybody seems like they're waitin' for me to die
Talk shit behind my back, can't look me in the eye
They say I'm overrated, that I should've already faded
Give a shit about it all because I love to be so hated

[Chorus]
All in all, it's a good life
I got what I want
I can't complain (I can't complain)
I'm living the good life
A toast to you now
It's all champagne (It's all sham pain)

[Verse 2]
I barely get to eat, and when I finally get to sleep
I get drug out of bed for another meet-and-greet
I shake the hand of every fan, put on a happy face
Spread so fuckin' thin, I'm all over the place
I hate riding on the bus, I hate flyin' in the planes
Sedate myself just to kill the pain
I have no life, forgot the hope
The whole thing's turned into one big joke
You might also like[Chorus]
All in all, it's a good life
I got what I want
I can't complain (I can't complain)
I'm living the good life
A toast to you now
It's all champagne (It's all sham pain)

[Guitar Solo]

[Verse 3]
I mean no disrespect, but I ain't pickin' up the check
Takin' selfies on your phone while you're breathin' down my neck
It's gettin' pretty fuckin' old, and I'm almost nearly done
I'm glad that you were happy, here's another number one

[Pre-Chorus]
I'm living the good life
A toast to you now
It's all champagne

[Chorus]
All in all, it's a good life
I got what I want
I can't complain (I can't complain)
I'm living the good life
A toast to you now
It's all champagne (It's all sham pain)8Embed"
21,"""M.I.N.E (End This Way)"" by Five Finger Death Punch:
    18 ContributorsM.I.N.E (End This Way) Lyrics[Verse 1]
    Everybody hurts
    Everybody bleeds
    Everybody ben...","Everybody hurts
Everybody bleeds
Everybody bends to fill a need
Everybody's born with their own curse
And I'm not alone

Everybody cries
Everybody breathes
Everybody wants to feel they're free
Deep inside, I know what I am worth
A life of my own

[Pre-Chorus]
It could have been much worse
But it should have been better

[Chorus]
I know I'd hurt you, deserted you
And now I see it clear
I pulled you closer, tighter
'Cause I knew you'd disappear

I just can't compromise, apologize
There's nothing you can say
We both knew
It would always end this way
You might also like[Verse 2]
Everybody pains
Everybody grieves
Everybody's making off like thieves
Every soul's aching for release
You're not alone

Everybody lives
Everybody leaves
Everybody begs best on their knees
Everybody's got the same disease
No one's alone

[Pre-Chorus]
It could have been much worse
But it should have been better

[Chorus]
I know I'd hurt you, deserted you
And now I see it clear
I pulled you closer, tighter
'Cause I knew you'd disappear

I just can't compromise, apologize
There's nothing you can say
We both know
It would always end this way
[Bridge]
Knew it'd end this way
We knew it'd end this way
Rah!

[Chorus]
I know I'd hurt you, deserted you
And now I see it clear
I pulled you closer, tighter
'Cause I knew you'd disappear

I just can't compromise, apologize
There's nothing you can say
We both knew
It would always end this way

[Outro]
We both know
It'd always end this way
We both knew
It would always end this way3Embed"
22,"""Hell to Pay"" by Five Finger Death Punch:
    9 ContributorsHell to Pay Lyrics[Verse 1]
    Feels like I'm running in place
    A past I can't erase
    I'm b...","Feels like I'm running in place
A past I can't erase
I'm breaking, breaking apart
(I know they're after me)
It's like I'm fading each day
They took it all away
Left nothing, nothing but scars
(They make it hard to breathe)

[Pre-Chorus]
Don't know where it went wrong
But my love for this is gone

[Chorus]
I've tried to numb the pain (Numb the pain)
But I can't get away (Get away)
Hiding behind this disguise
The games I've had to play (Had to play)
The hell I've had to pay (Had to pay)
Everything comes with a price

Yeah!

[Verse 2]
You're waiting for me to fail
That ship will never sail
Keep pulling and pushing me down
(But I just won't let go)
I know you wish I was dead
I'm stuck inside your head
And I'm taking and breaking your crown
(I'm better left alone)
You might also like[Pre-Chorus]
Don't know where it went wrong
But my love for this is gone

[Chorus]
I've tried to numb the pain (Numb the pain)
But I can't get away (Get away)
Hiding behind this disguise
The games I've had to play (Had to play)
The hell I've had to pay (Had to pay)
Everything comes with a price

Yeah!
Go!

[Solo]

[Chorus]
I've tried to numb the pain (Numb the pain)
But I can't get away (Get away)
Hiding behind this disguise
The games I've had to play (Had to play)
The hell I've had to pay (Had to pay)
Everything comes with a price

Yeah!2Embed"
23,"""Never Enough"" by Five Finger Death Punch:
    18 ContributorsNever Enough Lyrics[Verse 1]
    I'm so fed up with everyone around me
    No one seems to ca...","I'm so fed up with everyone around me
No one seems to care
I'm just so far gone and nothing's gonna change
I'll never be the same

[Pre-Chorus 1]
It's always, ""Do this,"" ""Do that,"" everything they want to
I don't want to live that way (No!)
Every chance they get, they're always
Pushing me away

[Chorus]
It's never enough; no, it's never enough
No matter what I say
It's never enough; no, it's never enough
I'll never be what you want me to be

[Verse 2]
It's all so messed up and no one ever listens
Everyone's deranged
I'm just so fucked up and I'm never gonna change
I wanna lay it all to waste

[Pre-Chorus 2]
They're always, ""Say this,"" ""Say that,"" nothing that you want to
I don't want to live that way (No!)
Every chance they get, they’re always
Shoving me aside
You might also like[Chorus]
It's never enough; no, it's never enough
No matter what I say
It's never enough; no, it's never enough
I'll never be what you want me to be
I'm done!
(I'm done, I'm done, I'm done, I'm done, I'm done, I'm done)

[Bridge]
In the end, we're all just chalk lines on the concrete
Drawn only to be washed away
For the time that I've been given
I am what I am
I'd rather hate you for everything you are
Than ever love you for something you are not
I'd rather you hate me for everything I am
Than have you love me for something that I can't

[Outro]
It's never enough, it's never enough
No matter what I say
It's never enough; no, it's never enough
No matter who I try to be
It's never enough; no, it's never enough
No matter how I try to change
It's never enough, never, never enough
I'll never be what you want me to be1Embed"
24,"""Walk Away"" by Five Finger Death Punch:
    17 ContributorsWalk Away Lyrics[Verse 1]
    I'm sorry for the demon I've become
    You should be sorry for...","I'm sorry for the demon I've become
You should be sorry for the angel you are not
I apologize for the cruel things that I did
But I don't regret one single word I said

[Chorus]
Just walk away, make it easy on yourself
Just walk away, please release me from this hell
Just walk away, there's just nothing left to feel
Just walk away, pretend that none of this is real

[Verse 2]
Would you forgive me if I told you that I cared?
Would you be sorry if I swore that I'd be there?
Please forgive me for laughing when you fall
I'm so sorry, but I never cared at all

[Chorus]
Just walk away, make it easy on yourself
Just walk away, please release me from this hell
Just walk away, there's just nothing left to feel
Just walk away, pretend that none of this is
None of this is...

[Chorus]
Just walk away, make it easy on us both
Just walk away, there was never any hope
Just walk away, you already know the deal
Just walk away, pretend that none of this was
None of this was real...You might also like4Embed"
25,"""Wrong Side of Heaven (Acoustic)"" by Five Finger Death Punch:
    1 ContributorWrong Side of Heaven (Acoustic) Lyrics[Verse 1]
    I spoke to God today
    She said that she'...","I spoke to God today
She said that she's ashamed
What have I become?
What have I done?
I spoke to the devil today
He swears he's not to blame
I understood
'Cause I feel the same

[Chorus]
With arms wide open
I stand alone
I'm no hero
And I'm not made of stone
Am I right or wrong?
I can hardly tell
'Cause I'm on the wrong side of heaven
And the righteous side of hell
The wrong side of heaven
And the righteous side, the righteous side of hell

[Verse 2]
I heard from God today
She sounds just like me
What have I done?
And who have I become?
I saw the devil today
He looks just like me
So I looked away
I turned away
You might also like[Chorus]
With arms wide open
I stand alone
I'm no hero
And I'm not made of stone
Am I right or wrong?
I can hardly tell
'Cause I'm on the wrong side of heaven
And the righteous side of hell
The wrong side of heaven
And the righteous side, the righteous side of hell

[Interlude]

[Bridge]
Yeah
I'm not defending
I'm downward descending
Falling further and further away
Getting closer every day
Yeah
I'm getting closer every day
To the end
To the end, the end, the end
I'm getting closer every day
[Chorus]
With arms wide open
I stand alone
I'm no hero
And I'm not made of stone
Am I right or wrong?
I can hardly tell
'Cause I'm on the wrong side of heaven
And the righteous side of hell
The wrong side of heaven
And the righteous side, the righteous side of hell

[Outro]
The wrong side of heaven
And the righteous side, the righteous side of hell
The righteous side of hell
The righteous side, the righteous side of hellEmbed"
26,"""Trouble (Felmax Remix)"" by Five Finger Death Punch:
    2 ContributorsTrouble (Felmax Remix) Lyrics[Chorus]
    I don't look for trouble, trouble looks for me
    T...","I don't look for trouble, trouble looks for me
That's how it always been, that's how it's gonna be
I'm looking down on you, you're looking up to me
I never saw you coming, you never saw me
